"flight_status","departure_airport","arrival_airport","flight_number","flight_date"
"active","TRN","FCO","KM2542","2021-12-15"
"active","TRN","CDG","KQ3809","2021-12-15"
"scheduled","BKK","KWI","KU414","2021-12-15"
"scheduled","KMG","SJW","KY8265","2021-12-15"
"scheduled","KMG","CAN","KY8279","2021-12-15"
"scheduled","KMG","CTU","KY8291","2021-12-15"
"scheduled","SZX","HFE","KY9089","2021-12-15"
"active","NNG","FOC","KY9367","2021-12-15"
"cancelled","CGO","NNG","KY9477","2021-12-15"
"cancelled","PVG","SZX","KY9704","2021-12-15"
"cancelled","SZX","PVG","KY9825","2021-12-15"
"cancelled","PVG","SZX","KY9826","2021-12-15"
"scheduled","TAO","SZX","KY9914","2021-12-15"
"active","MAD","BCN","LA1519","2021-12-15"
"scheduled","VCE","FRA","LA8669","2021-12-15"
"active","TRN","FCO","LG1318","2021-12-15"
"scheduled","FRA","MRS","LH1086","2021-12-15"
"scheduled","ICN","FRA","LH8385","2021-12-15"
"scheduled","ICN","PEK","LH8430","2021-12-15"
"scheduled","ICN","PEK","LH8432","2021-12-15"
"scheduled","ICN","FRA","LH8474","2021-12-15"
"scheduled","ICN","FRA","LH8475","2021-12-15"
"scheduled","AKL","SIN","LH9753","2021-12-15"
"scheduled","MEL","SIN","LH9777","2021-12-15"
"scheduled","PUS","CJU","LJ501","2021-12-15"
"scheduled","AKL","SIN","LX9003","2021-12-15"
"scheduled","AOG","CAN","MF1000","2021-12-15"
"scheduled","PVG","PKX","MF1056","2021-12-15"
"active","TNA","CAN","MF1471","2021-12-15"
"scheduled","NGB","CAN","MF1601","2021-12-15"
"scheduled","CGO","SZX","MF1816","2021-12-15"
"cancelled","SHE","PKX","MF1843","2021-12-15"
"cancelled","SHE","CAN","MF1953","2021-12-15"
"scheduled","KHN","CTU","MF2017","2021-12-15"
"scheduled","PVG","CKG","MF3044","2021-12-15"
"cancelled","CKG","PKX","MF4198","2021-12-15"
"active","CKG","LZY","MF5186","2021-12-15"
"active","FOC","CTU","MF5337","2021-12-15"
"cancelled","JJN","NKG","MF8617","2021-12-15"
"scheduled","KIX","ASJ","MM205","2021-12-15"
"scheduled","UYN","XIY","MU2155","2021-12-15"
"cancelled","PVG","WGN","MU3417","2021-12-15"
"scheduled","PVG","YYA","MU3419","2021-12-15"
"scheduled","PVG","LNL","MU3455","2021-12-15"
"cancelled","XMN","PVG","MU3488","2021-12-15"
"active","PVG","SQJ","MU3491","2021-12-15"
"cancelled","PVG","HRB","MU3529","2021-12-15"
"active","PVG","LCX","MU3609","2021-12-15"
"scheduled","LCX","PVG","MU3610","2021-12-15"
"scheduled","PVG","CKG","MU3667","2021-12-15"
"scheduled","NKG","HRB","MU4091","2021-12-15"
"scheduled","NGB","DLC","MU5649","2021-12-15"
"cancelled","CAN","WNZ","MU6606","2021-12-15"
"scheduled","NGB","YNT","MU6611","2021-12-15"
"cancelled","PVG","SHE","MU8434","2021-12-15"
"scheduled","PVG","WUZ","MU8486","2021-12-15"
"scheduled","CGO","PVG","MU8495","2021-12-15"
"scheduled","INC","DSN","MU8566","2021-12-15"
"scheduled","PVG","AOG","MU8600","2021-12-15"
"scheduled","NNG","FOC","MU8954","2021-12-15"
"scheduled","NGB","YCU","MU9965","2021-12-15"
"cancelled","CKG","TXN","MU9981","2021-12-15"
"scheduled","OMS","SSH","N44143","2021-12-15"
"scheduled","OMS","SVO","N4542","2021-12-15"
"scheduled","PEN","SIN","N7221","2021-12-15"
"scheduled","NGO","HKD","NH4827","2021-12-15"
"scheduled","WLG","AKL","NH7957","2021-12-15"
"scheduled","CAN","NRT","NH8490","2021-12-15"
"scheduled","NNG","FOC","NS8842","2021-12-15"
"scheduled","AKL","SIN","NZ3282","2021-12-15"
"scheduled","CHC","WLG","NZ338","2021-12-15"
"active","PVG","XIY","NZ3705","2021-12-15"
"scheduled","PVG","CTU","NZ3841","2021-12-15"
"scheduled","WLG","AKL","NZ402","2021-12-15"
"scheduled","NPE","AKL","NZ5002","2021-12-15"
"scheduled","NPL","AKL","NZ5030","2021-12-15"
"scheduled","DUD","CHC","NZ5740","2021-12-15"
"scheduled","NPE","CHC","NZ5771","2021-12-15"
"cancelled","HLZ","WLG","NZ5813","2021-12-15"
"scheduled","WYA","ADL","NZ7048","2021-12-15"
"scheduled","EMD","BNE","NZ7205","2021-12-15"
"scheduled","TSV","BNE","NZ7807","2021-12-15"
"scheduled","ROT","WLG","NZ8231","2021-12-15"
"scheduled","WLG","ROT","NZ8234","2021-12-15"
"cancelled","KKE","AKL","NZ8275","2021-12-15"
"scheduled","NPL","CHC","NZ8767","2021-12-15"
"scheduled","NPL","WLG","NZ8791","2021-12-15"
"scheduled","SZX","WUX","O36869","2021-12-15"
"scheduled","PEK","CAN","O36871","2021-12-15"
"active","KMG","HGH","O36943","2021-12-15"
"scheduled","WUX","CAN","O36961","2021-12-15"
"scheduled","CTU","HGH","O36976","2021-12-15"
"scheduled","CAN","WUX","O36979","2021-12-15"
"scheduled","CAN","WUH","O36983","2021-12-15"
"scheduled","TYN","HGH","O37057","2021-12-15"
"scheduled","SWA","HGH","O37095","2021-12-15"
"scheduled","TAO","HGH","O37169","2021-12-15"
"scheduled","CGO","HIA","O37215","2021-12-15"
"scheduled","CAN","HGH","O37299","2021-12-15"
"scheduled","SZX","HGH","O37303","2021-12-15"
"scheduled","MNL","SZX","O37356","2021-12-15"
"cancelled","SZB","PEN","OD1104","2021-12-15"
"scheduled","PMK","TSV","OI705","2021-12-15"
"scheduled","TSV","PMK","OI706","2021-12-15"
"scheduled","WLG","AKL","OZ6558","2021-12-15"
"scheduled","AUH","SEZ","OZ6975","2021-12-15"
"scheduled","PNH","ICN","OZ740","2021-12-15"
"scheduled","PUS","CJU","OZ8101","2021-12-15"
"scheduled","KWJ","GMP","OZ8704","2021-12-15"
"scheduled","PUS","GMP","OZ8800","2021-12-15"
"scheduled","CJU","GMP","OZ8900","2021-12-15"
"scheduled","ICN","PVG","OZ947","2021-12-15"
"scheduled","AYT","AMM","PC1800","2021-12-15"
"active","NGO","CVG","PO214","2021-12-15"
"scheduled","HKG","ICN","PO97","2021-12-15"
"scheduled","HAQ","MLE","Q2256","2021-12-15"
"scheduled","HBA","BNE","QF1012","2021-12-15"
"scheduled","BNE","EMD","QF2402","2021-12-15"
"scheduled","EMD","BNE","QF2403","2021-12-15"
"active","BNE","MOV","QF2448","2021-12-15"
"scheduled","PVG","CKG","QF4023","2021-12-15"
"cancelled","PVG","WNZ","QF4065","2021-12-15"
"scheduled","PVG","DLC","QF4245","2021-12-15"
"scheduled","CHC","AKL","QF4954","2021-12-15"
"scheduled","BNK","SYD","QF5457","2021-12-15"
"scheduled","ADL","CBR","QF724","2021-12-15"
"scheduled","PER","SYD","QF7323","2021-12-15"
"scheduled","SYD","PER","QF7349","2021-12-15"
"scheduled","LST","MEL","QF7360","2021-12-15"
"scheduled","MEL","BNE","QF7382","2021-12-15"
"scheduled","SYD","MEL","QF7405","2021-12-15"
"scheduled","SYD","MEL","QF7445","2021-12-15"
"scheduled","SYD","ADL","QF7448","2021-12-15"
"scheduled","TSV","BNE","QF753","2021-12-15"
"scheduled","NPE","AKL","QF8469","2021-12-15"
"scheduled","NPL","AKL","QF8502","2021-12-15"
"cancelled","KKE","AKL","QF8526","2021-12-15"
"scheduled","WLG","AKL","QF8534","2021-12-15"
"scheduled","MEL","HKG","QR3488","2021-12-15"
"scheduled","MAD","LCG","QR5359","2021-12-15"
"scheduled","PEK","DOH","QR8073","2021-12-15"
"scheduled","MEL","BKK","QR8987","2021-12-15"
"scheduled","PKZ","VTE","QV306","2021-12-15"
"scheduled","LEJ","JFK","QY360","2021-12-15"
"scheduled","MXP","GVA","QY4894","2021-12-15"
"scheduled","EMA","LEJ","QY6891","2021-12-15"
"scheduled","MXP","ATH","QY7550","2021-12-15"
"scheduled","LEJ","ATH","QY7836","2021-12-15"
"scheduled","LEJ","KBP","QY916","2021-12-15"
"scheduled","YKS","GDX","R3409","2021-12-15"
"scheduled","DYR","GDX","R3410","2021-12-15"
"scheduled","HKG","PVG","RH829","2021-12-15"
"active","TRN","FCO","RO9712","2021-12-15"
"scheduled","KHN","CTU","RY6665","2021-12-15"
"scheduled","KHN","TNA","RY8923","2021-12-15"
"scheduled","DME","SVX","S71171","2021-12-15"
"scheduled","DME","MMK","S71227","2021-12-15"
"scheduled","OMS","DME","S72566","2021-12-15"
"scheduled","DME","NJC","S72609","2021-12-15"
"scheduled","OVB","BTK","S75217","2021-12-15"
"scheduled","OVB","MJZ","S75241","2021-12-15"
"scheduled","OVB","UUD","S75255","2021-12-15"
"scheduled","YKS","OVB","S75262","2021-12-15"
"scheduled","WLG","NSN","S8329","2021-12-15"
"cancelled","NOU","NRT","SB800","2021-12-15"
"landed","FOC","PEK","SC5066","2021-12-15"
"scheduled","YCU","KWE","SC5186","2021-12-15"
"cancelled","CGO","NNG","SC9077","2021-12-15"
"cancelled","PVG","SZX","SC9096","2021-12-15"
"cancelled","SZX","PVG","SC9525","2021-12-15"
"cancelled","PVG","SZX","SC9526","2021-12-15"
"scheduled","SZX","HFE","SC9889","2021-12-15"
"scheduled","TAO","SZX","SC9914","2021-12-15"
"active","IXB","BLR","SG328","2021-12-15"
"scheduled","IXB","CCU","SG4028","2021-12-15"
"active","IXB","DEL","SG8904","2021-12-15"
"scheduled","PVG","CTU","SK8673","2021-12-15"
"active","BKK","NRT","SL6300","2021-12-15"
"scheduled","MAD","MUC","SQ2103","2021-12-15"
"scheduled","MEL","SIN","SQ218","2021-12-15"
"scheduled","AKL","SIN","SQ282","2021-12-15"
"scheduled","SIN","LHR","SQ306","2021-12-15"
"cancelled","HKK","CHC","SQ4505","2021-12-15"
"scheduled","HLZ","CHC","SQ4510","2021-12-15"
"scheduled","NPL","CHC","SQ4521","2021-12-15"
"scheduled","BNE","EMD","SQ6470","2021-12-15"
"scheduled","MKY","BNE","SQ6497","2021-12-15"
"scheduled","BNE","ADL","SQ6920","2021-12-15"
"active","PEK","SIN","SQ801","2021-12-15"
"scheduled","AUH","SEZ","SV6109","2021-12-15"
"scheduled","LGG","JFK","SV901","2021-12-15"
"active","IST","MAD","TK3281","2021-12-15"
"active","IST","BOM","TK6126","2021-12-15"
"scheduled","CGN","SAW","TK7773","2021-12-15"
"scheduled","MEL","SIN","TK9311","2021-12-15"
"active","TRN","FCO","TP7205","2021-12-15"
"scheduled","SIN","TSN","TR138","2021-12-15"
"scheduled","TAO","CKG","TV6823","2021-12-15"
"landed","TNA","XIY","TV6877","2021-12-15"
"scheduled","BDS","MXP","U22828","2021-12-15"
"scheduled","PKR","BHR","U4641","2021-12-15"
"scheduled","DME","ROV","U6141","2021-12-15"
"scheduled","WUH","OVB","U63926","2021-12-15"
"scheduled","PNH","ICN","UA7296","2021-12-15"
"landed","FOC","PEK","UA7558","2021-12-15"
"landed","DEL","IXB","UA7757","2021-12-15"
"scheduled","MEL","SIN","UK8218","2021-12-15"
"scheduled","MEL","CMB","UL605","2021-12-15"
"scheduled","KJA","OVB","UT138","2021-12-15"
"active","TRN","FCO","UX3156","2021-12-15"
"scheduled","BNE","EMD","VA1255","2021-12-15"
"scheduled","BNE","ADL","VA1384","2021-12-15"
"scheduled","ADL","BNE","VA1385","2021-12-15"
"scheduled","HBA","MEL","VA9901","2021-12-15"
"active","ICN","ANC","VI5396","2021-12-15"
"scheduled","VAM","MLE","VP605","2021-12-15"
"active","MAD","BCN","VY5010","2021-12-15"
"scheduled","MAD","LCG","VY5037","2021-12-15"
"scheduled","MAD","VGO","VY5044","2021-12-15"
"scheduled","MAD","ORY","VY5131","2021-12-15"
"scheduled","ARN","CGN","WT2155","2021-12-15"
"active","CPH","MXP","WT442","2021-12-15"
"scheduled","KUL","PEN","WY5138","2021-12-15"
"scheduled","AUH","SEZ","WY5622","2021-12-15"
"scheduled","AUH","SEZ","XY3622","2021-12-15"
"scheduled","CRK","SZX","Y87422","2021-12-15"
"scheduled","CTU","HKG","Y87433","2021-12-15"
"scheduled","SZX","PEK","Y87931","2021-12-15"
"scheduled","CAN","TPE","Y87935","2021-12-15"
"scheduled","BKK","PVG","Y87952","2021-12-15"
"scheduled","SZX","PEK","Y87967","2021-12-15"
"scheduled","CGO","HGH","Y87970","2021-12-15"
"scheduled","CAN","CGO","Y87975","2021-12-15"
"scheduled","PEK","HGH","Y87980","2021-12-15"
"scheduled","DLC","KIX","YG9007","2021-12-15"
"scheduled","MNL","CSX","YG9026","2021-12-15"
"scheduled","YNT","KIX","YG9035","2021-12-15"
"scheduled","MNL","HGH","YG9042","2021-12-15"
"scheduled","YIW","MNL","YG9049","2021-12-15"
"scheduled","KMG","LHE","YG9089","2021-12-15"
"scheduled","MNL","KHN","YG9110","2021-12-15"
"scheduled","NNG","BKK","YG9119","2021-12-15"
"scheduled","BKI","NNG","YG9136","2021-12-15"
"scheduled","SZX","SIN","YG9141","2021-12-15"
"scheduled","KMG","MAA","YG9153","2021-12-15"
"scheduled","KMG","RGN","YG9155","2021-12-15"
"active","PKR","JMO","YT197","2021-12-15"
"scheduled","JMO","PKR","YT198","2021-12-15"
"scheduled","YCU","PEK","ZH1238","2021-12-15"
"landed","FOC","PEK","ZH1506","2021-12-15"
"cancelled","PVG","TSN","ZH1656","2021-12-15"
"scheduled","NNG","HFE","ZH2558","2021-12-15"
"scheduled","TAO","INC","ZH2667","2021-12-15"
"landed","TNA","XIY","ZH2749","2021-12-15"
"active","TNA","CKG","ZH2929","2021-12-15"
"scheduled","TAO","CKG","ZH3027","2021-12-15"
"landed","TNA","XMN","ZH3060","2021-12-15"
"scheduled","CTU","DLU","ZH3937","2021-12-15"
"active","PVG","SQJ","ZH5023","2021-12-15"
"scheduled","PVG","CKG","ZH5109","2021-12-15"
"cancelled","PVG","HRB","ZH5119","2021-12-15"
"scheduled","SZX","LJG","ZH5199","2021-12-15"
"active","TNA","KMG","ZH5402","2021-12-15"
"cancelled","CGO","NNG","ZH8377","2021-12-15"
"scheduled","ADL","PLO","ZL4356","2021-12-15"
"scheduled","MIM","MYA","ZL6114","2021-12-15"
"scheduled","BNK","SYD","ZL6225","2021-12-15"
"scheduled","INC","CSX","3U2164","2021-12-18"
"scheduled","CTU","OMS","3U3859","2021-12-18"
"scheduled","SZX","ANC","5X71","2021-12-18"
"scheduled","CKG","ANC","5Y8627","2021-12-18"
"scheduled","CCU","DEL","6E2127","2021-12-18"
"scheduled","SHJ","DEL","6E8513","2021-12-18"
"scheduled","NAG","BLR","6E909","2021-12-18"
"scheduled","CJU","GMP","7C140","2021-12-18"
"scheduled","CJU","GMP","7C162","2021-12-18"
"scheduled","CJU","KUV","7C622","2021-12-18"
"scheduled","CJU","CJJ","7C802","2021-12-18"
"scheduled","SZX","SJW","9C6539","2021-12-18"
"scheduled","BKK","ICN","AC6997","2021-12-18"
"scheduled","HND","LHR","BA4609","2021-12-18"
"scheduled","KUL","DOH","BA5817","2021-12-18"
"scheduled","CHC","AKL","BR3218","2021-12-18"
"scheduled","CHC","AKL","BR3220","2021-12-18"
"scheduled","CJU","GMP","BX8026","2021-12-18"
"scheduled","CJU","PUS","BX8102","2021-12-18"
"scheduled","CJU","PUS","BX8106","2021-12-18"
"scheduled","HYD","DEL","BZ684","2021-12-18"
"scheduled","PVG","CTU","CA1023","2021-12-18"
"cancelled","KIX","PVG","CA1062","2021-12-18"
"scheduled","CTU","NKG","CA1085","2021-12-18"
"scheduled","PEK","SYX","CA1111","2021-12-18"
"scheduled","PEK","LHW","CA1207","2021-12-18"
"scheduled","PEK","XIY","CA1209","2021-12-18"
"scheduled","PEK","NNG","CA1311","2021-12-18"
"scheduled","PEK","SZX","CA1383","2021-12-18"
"scheduled","PEK","HAK","CA1393","2021-12-18"
"scheduled","PEK","CSX","CA1399","2021-12-18"
"scheduled","PEK","CTU","CA1415","2021-12-18"
"scheduled","PEK","KMG","CA1445","2021-12-18"
"scheduled","PEK","SHA","CA1519","2021-12-18"
"scheduled","PEK","SHA","CA1547","2021-12-18"
"scheduled","PEK","TAO","CA1575","2021-12-18"
"scheduled","PEK","DLC","CA1605","2021-12-18"
"scheduled","PEK","HGH","CA1738","2021-12-18"
"scheduled","PEK","XMN","CA1809","2021-12-18"
"scheduled","PEK","NKG","CA1847","2021-12-18"
"scheduled","PEK","BHY","CA1891","2021-12-18"
"scheduled","HAK","YCU","CA3642","2021-12-18"
"scheduled","PEK","CKG","CA4148","2021-12-18"
"cancelled","INC","BAR","CA4397","2021-12-18"
"scheduled","INC","CKG","CA4488","2021-12-18"
"scheduled","PEK","TAO","CA4652","2021-12-18"
"scheduled","PEK","YNT","CA4852","2021-12-18"
"scheduled","PEK","DXB","CA605","2021-12-18"
"scheduled","SJW","NKG","CF9005","2021-12-18"
"scheduled","CSX","NKG","CF9007","2021-12-18"
"scheduled","FOC","NKG","CF9041","2021-12-18"
"scheduled","TYN","NKG","CF9069","2021-12-18"
"scheduled","PPQ","AKL","CV643","2021-12-18"
"scheduled","WAG","AKL","CV703","2021-12-18"
"scheduled","WHK","AKL","CV823","2021-12-18"
"scheduled","HKG","LHR","CX255","2021-12-18"
"scheduled","HKG","ANC","CX86","2021-12-18"
"scheduled","INC","CSX","CZ4034","2021-12-18"
"scheduled","PVG","LAX","CZ443","2021-12-18"
"scheduled","ENH","TYN","CZ4830","2021-12-18"
"scheduled","INC","KWE","CZ6412","2021-12-18"
"scheduled","HAK","CAN","CZ6773","2021-12-18"
"scheduled","INC","WUH","CZ8718","2021-12-18"
"cancelled","SZX","YNZ","CZ9915","2021-12-18"
"scheduled","SZX","HAK","CZ9925","2021-12-18"
"scheduled","EVN","FRA","DE871","2021-12-18"
"scheduled","BKK","ICN","DL7918","2021-12-18"
"cancelled","SZX","YNZ","DZ6267","2021-12-18"
"scheduled","SIN","DXB","EK353","2021-12-18"
"scheduled","HKT","DXB","EK379","2021-12-18"
"scheduled","CFS","SYD","EK5120","2021-12-18"
"scheduled","ADL","SYD","EK5732","2021-12-18"
"scheduled","BKK","ICN","ET1299","2021-12-18"
"scheduled","COK","AUH","EY281","2021-12-18"
"scheduled","KUL","AUH","EY411","2021-12-18"
"scheduled","CHC","AKL","EY4532","2021-12-18"
"scheduled","CHC","AKL","EY4534","2021-12-18"
"scheduled","MCT","SLL","EY5208","2021-12-18"
"scheduled","SEZ","AUH","EY621","2021-12-18"
"cancelled","DRW","MEL","EY6378","2021-12-18"
"scheduled","CHC","WLG","FJ5552","2021-12-18"
"landed","KIX","IND","FX12","2021-12-18"
"scheduled","INC","CKG","G56458","2021-12-18"
"scheduled","PEK","CKG","G56811","2021-12-18"
"scheduled","INC","SHA","G58564","2021-12-18"
"scheduled","ENH","TYN","G59335","2021-12-18"
"scheduled","COK","SHJ","G81552","2021-12-18"
"scheduled","KUL","AUH","GA9033","2021-12-18"
"scheduled","SZX","WUX","GI4013","2021-12-18"
"scheduled","JJN","HGH","GI4017","2021-12-18"
"scheduled","SZX","WEF","GI4024","2021-12-18"
"scheduled","MNL","CGO","GI4212","2021-12-18"
"scheduled","INC","CSX","GJ5364","2021-12-18"
"scheduled","LYI","BKK","GJ8521","2021-12-18"
"scheduled","WUX","PKX","GJ8706","2021-12-18"
"scheduled","PEK","SYX","HU7279","2021-12-18"
"scheduled","PEK","FOC","HU7295","2021-12-18"
"scheduled","SZX","CGO","HU7735","2021-12-18"
"scheduled","SZX","LHW","HU7852","2021-12-18"
"scheduled","UUS","OHH","HZ3630","2021-12-18"
"scheduled","UUS","ITU","HZ4617","2021-12-18"
"scheduled","SZX","KUL","I99807","2021-12-18"
"scheduled","MNL","SZX","I99816","2021-12-18"
"scheduled","SZX","FOC","I99868","2021-12-18"
"scheduled","SZX","PKX","I99880","2021-12-18"
"scheduled","SZX","CGO","I99900","2021-12-18"
"scheduled","KUL","DOH","IB7945","2021-12-18"
"scheduled","BOM","KWI","J91402","2021-12-18"
"scheduled","COK","KWI","J91406","2021-12-18"
"scheduled","CKG","HAK","JD5614","2021-12-18"
"scheduled","HND","LHR","JL41","2021-12-18"
"scheduled","CHC","WLG","JQ286","2021-12-18"
"scheduled","ADL","SYD","JQ6732","2021-12-18"
"cancelled","DRW","ADL","JQ694","2021-12-18"
"scheduled","UPG","DJJ","JT798","2021-12-18"
"scheduled","CJU","GMP","KE1208","2021-12-18"
"scheduled","CJU","GMP","KE1212","2021-12-18"
"scheduled","USN","GMP","KE1602","2021-12-18"
"scheduled","HYD","AUH","KL3879","2021-12-18"
"active","ICN","AMS","KL832","2021-12-18"
"scheduled","HAK","YCU","KY9136","2021-12-18"
"scheduled","PEK","HKG","LD765","2021-12-18"
"scheduled","PEK","FRA","LH721","2021-12-18"
"scheduled","AKL","SIN","LH9753","2021-12-18"
"scheduled","CJU","WJU","LJ432","2021-12-18"
"scheduled","CJU","TAE","LJ572","2021-12-18"
"scheduled","CJU","KWJ","LJ598","2021-12-18"
"scheduled","MCT","ZRH","LX8047","2021-12-18"
"scheduled","AKL","SIN","LX9003","2021-12-18"
"scheduled","INC","KWE","MF1970","2021-12-18"
"scheduled","INC","SHA","MF3566","2021-12-18"
"scheduled","INC","WUH","MF4240","2021-12-18"
"scheduled","INC","CSX","MF8236","2021-12-18"
"scheduled","MEL","KUL","MH128","2021-12-18"
"scheduled","KUL","AUH","MH5261","2021-12-18"
"scheduled","PEK","SHA","MU5106","2021-12-18"
"scheduled","INC","SHA","MU5276","2021-12-18"
"scheduled","INC","CSX","MU8148","2021-12-18"
"scheduled","INC","CSX","NS8236","2021-12-18"
"scheduled","AKL","SIN","NZ3282","2021-12-18"
"scheduled","PEK","DLC","NZ3774","2021-12-18"
"scheduled","PEK","XIY","NZ3989","2021-12-18"
"scheduled","NPL","AKL","NZ5030","2021-12-18"
"scheduled","PMR","AKL","NZ5120","2021-12-18"
"scheduled","TRG","AKL","NZ5126","2021-12-18"
"scheduled","CHC","PMR","NZ5178","2021-12-18"
"scheduled","CHC","AKL","NZ522","2021-12-18"
"scheduled","CHC","AKL","NZ530","2021-12-18"
"scheduled","CHC","HLZ","NZ5616","2021-12-18"
"scheduled","IVC","CHC","NZ5700","2021-12-18"
"scheduled","CHC","IVC","NZ5719","2021-12-18"
"scheduled","CHC","NPE","NZ5772","2021-12-18"
"scheduled","HLZ","WLG","NZ5825","2021-12-18"
"scheduled","CFS","SYD","NZ7055","2021-12-18"
"scheduled","ADL","SYD","NZ7732","2021-12-18"
"cancelled","NPE","AKL","NZ8002","2021-12-18"
"scheduled","GIS","AKL","NZ8160","2021-12-18"
"scheduled","TIU","WLG","NZ8190","2021-12-18"
"scheduled","ROT","WLG","NZ8231","2021-12-18"
"scheduled","TRG","WLG","NZ8251","2021-12-18"
"scheduled","GIS","WLG","NZ8283","2021-12-18"
"scheduled","NSN","WLG","NZ8300","2021-12-18"
"scheduled","NSN","WLG","NZ8302","2021-12-18"
"scheduled","CHC","NPL","NZ8762","2021-12-18"
"scheduled","NPL","CHC","NZ8767","2021-12-18"
"scheduled","NPL","WLG","NZ8791","2021-12-18"
"scheduled","NSN","CHC","NZ8841","2021-12-18"
"scheduled","CHC","NSN","NZ8842","2021-12-18"
"scheduled","IVC","WLG","NZ8872","2021-12-18"
"scheduled","NGB","CAN","O36849","2021-12-18"
"scheduled","SZX","CGO","O36879","2021-12-18"
"scheduled","WNZ","SZX","O36881","2021-12-18"
"scheduled","PVG","SZX","O36882","2021-12-18"
"scheduled","CTU","SZX","O36884","2021-12-18"
"scheduled","SZX","CTU","O36885","2021-12-18"
"scheduled","SZX","CKG","O36904","2021-12-18"
"scheduled","SZX","TPE","O36917","2021-12-18"
"scheduled","PVG","PEK","O36957","2021-12-18"
"scheduled","SZX","KHN","O36966","2021-12-18"
"scheduled","TSN","HGH","O36972","2021-12-18"
"scheduled","CTU","HGH","O36976","2021-12-18"
"scheduled","SZX","HGH","O36978","2021-12-18"
"scheduled","PVG","CAN","O36985","2021-12-18"
"scheduled","PEK","CTU","O37000","2021-12-18"
"scheduled","CSX","HGH","O37051","2021-12-18"
"scheduled","TYN","HGH","O37057","2021-12-18"
"scheduled","SZX","SIN","O37071","2021-12-18"
"scheduled","JJN","NTG","O37075","2021-12-18"
"scheduled","SZX","DEL","O37131","2021-12-18"
"scheduled","NNG","SGN","O37156","2021-12-18"
"scheduled","SZX","KUL","O37228","2021-12-18"
"scheduled","SZX","KIX","O37237","2021-12-18"
"scheduled","CSX","WUH","O37251","2021-12-18"
"scheduled","CSX","KIX","O37255","2021-12-18"
"scheduled","PEK","VIE","OS8004","2021-12-18"
"scheduled","BKK","ICN","OS8051","2021-12-18"
